# Program:featureCounts v1.5.3; Command:"featureCounts" "-Q" "10" "-T" "3" "-a" "/home/hub/genomes/Hsapiens/Homo_sapiens.GRCh38.90.chr1.gtf" "-o" "/home/hub/RNA_Practical/aligned/counts/counts.out" "/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam
ENSG00000131591	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1081818;1081823;1081823;1081823;1081825;1081825;1081825;1082146;1082235;1082604;1082700;1082916;1083915;1083915;1083915;1083915;1083915;1083915;1083915;1083926;1084353;1084353;1084353;1084353;1084353;1084353;1084353;1084481;1084481;1084481;1084481;1084481;1084481;1084481;1084481;1084481;1085251;1085878;1085878;1085878;1085878;1085878;1085878;1085878;1085878;1085878;1085878;1085878;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087139;1087141;1087190;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087502;1087575;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090353;1090406;1090876;1091046;1091278;1091278;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091472;1091500;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1091991;1092566;1092566;1105956;1105956;1105956;1106650;1115022;1115022;1116060;1116060;1116060;1116060;1116060;1116060;1116060;1116060;1116060;1116060;1116060	1082987;1082987;1082987;1082987;1082987;1082987;1084506;1082253;1082987;1082987;1082987;1082987;1084011;1084383;1084086;1084072;1084383;1084086;1084383;1084086;1084383;1084383;1084383;1084383;1084383;1084383;1084506;1084506;1084506;1084506;1084506;1084506;1084506;1084506;1084506;1084506;1085310;1086012;1086012;1086012;1086012;1086012;1086012;1086012;1086012;1086012;1086012;1086012;1087204;1087204;1087204;1087204;1087204;1087204;1087204;1087636;1087204;1087204;1087204;1087204;1087204;1087204;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1087597;1090428;1090428;1090587;1090428;1090428;1090428;1090428;1090428;1090428;1091374;1090428;1090428;1090428;1090428;1090428;1090983;1091565;1091374;1091374;1091565;1091565;1091609;1091565;1091565;1091565;1091565;1091565;1092174;1091565;1091565;1091565;1091565;1091565;1091565;1091565;1092103;1092103;1092103;1092103;1092103;1092294;1092103;1092103;1092103;1092103;1092103;1092103;1092103;1092103;1092077;1092103;1092813;1092813;1106049;1106049;1106127;1106871;1115075;1115075;1116089;1116087;1116361;1116356;1116243;1116095;1116089;1116089;1116098;1116095;1116081	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6322	399	1112	266	954	704	374
ENSG00000223823	1;1;1	1137017;1140825;1142739	1137110;1141032;1144056	+;+;+	1620	0	0	0	0	0	0
ENSG00000207730	1	1167104	1167198	+	95	0	0	0	0	0	0
ENSG00000207607	1	1167863	1167952	+	90	0	0	0	0	0	0
ENSG00000198976	1	1169005	1169087	+	83	0	0	0	0	0	0
ENSG00000272141	1	1169357	1170343	+	987	0	0	0	0	0	0
ENSG00000205231	1;1	1173056;1179365	1176396;1179555	-;-	3532	2	11	11	7	9	0
ENSG00000162571	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1173884;1173903;1173906;1174266;1174285;1174424;1174424;1174521;1179189;1179189;1179657;1179657;1179697;1180034;1180034;1180034;1180483;1180483;1180483;1180484;1180537;1180731;1180731;1180731;1180731;1181741;1181741;1181741;1181741;1182361;1182361;1182361;1182361;1182876;1182876;1182876;1182876;1183920;1183920;1183920;1183920;1184969;1184969;1184969;1185036;1196386;1196600;1196600;1196600;1197093;1197093;1197093;1197438;1197438;1197438	1173926;1173926;1173926;1174321;1174321;1174489;1174489;1175034;1179333;1179333;1179737;1179737;1179853;1180340;1180340;1180340;1180601;1180601;1180601;1180860;1180601;1180884;1180860;1180860;1180860;1181815;1181815;1181815;1181815;1182446;1182446;1182446;1182446;1183047;1183047;1183047;1183047;1184091;1183927;1184091;1184091;1185864;1185109;1185109;1185109;1196488;1196716;1196716;1196716;1197186;1197186;1197186;1197475;1197933;1197935	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3943	20	8	9	29	24	37
ENSG00000186891	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1203508;1203511;1203844;1203844;1204034;1204034;1204055;1204399;1204399;1204399;1204399;1205370;1205370;1205370;1205370;1206385;1206385;1206385	1203960;1203968;1203968;1203968;1204236;1204236;1204236;1204486;1204486;1204486;1204486;1205492;1205680;1205492;1205492;1206571;1206691;1206571	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1370	879	944	917	838	806	756
ENSG00000186827	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1211326;1211340;1211704;1211942;1211942;1212019;1212638;1212638;1212638;1212992;1212992;1212992;1213395;1213663;1213983;1213983	1211625;1211832;1211832;1212138;1212138;1212138;1212704;1212704;1212704;1213093;1213093;1213785;1213498;1213785;1214138;1214132	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1721	413	459	464	345	559	554
ENSG00000078808	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1216908;1216931;1216931;1216932;1216934;1218458;1218458;1218458;1218458;1218458;1218523;1218769;1218769;1218769;1218769;1218769;1223244;1223244;1223244;1223244;1223832;1223832;1223832;1223832;1227272;1228468;1228468;1228468;1228468;1228468;1231892;1231892;1231892;1231892	1217688;1217804;1217804;1217688;1217688;1220293;1218633;1218633;1218633;1218633;1218633;1219005;1221351;1218927;1218943;1218927;1223357;1223357;1223357;1223357;1223968;1223968;1223968;1223968;1227319;1228596;1228946;1228946;1228946;1228946;1231968;1232031;1232031;1232001	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4709	9938	24409	23591	41851	12376	13441
ENSG00000176022	1	1232265	1235041	+	2777	1383	2473	2434	2181	1892	1820
ENSG00000184163	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1242446;1242449;1242453;1242835;1242835;1242835;1243062;1243062;1243266;1243444;1243954;1243954;1243981;1244191;1244381;1244381;1244381;1246514	1242646;1242646;1242646;1242913;1243158;1242913;1243152;1243463;1243552;1243552;1244275;1244105;1244275;1244275;1244724;1244418;1244497;1246722	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1794	457	564	376	444	367	278
ENSG00000260179	1	1249777	1251334	-	1558	0	0	0	0	0	0
ENSG00000160087	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1253909;1253914;1254470;1254985;1255048;1255164;1255178;1255264;1255268;1255395;1255439;1256045;1256045;1256045;1256045;1256045;1256045;1256045;1256045;1256045;1256045;1256045;1256049;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1256992;1257011;1257049;1257122;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257208;1257227;1257270;1262170;1262269;1262269;1262853;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1263346;1264783;1264783;1266098;1266098;1267733;1267733;1267733;1267733;1267862;1267862;1267862;1267862;1267862;1267862;1267862;1267862;1267862;1267862;1267862;1271510;1272853;1273377;1273499;1273499;1273499;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666;1273666	1255487;1255487;1255487;1255487;1255487;1255487;1255487;1255487;1255487;1255487;1255487;1256125;1256125;1256125;1256125;1256335;1256125;1256125;1256125;1256125;1256125;1256125;1256125;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257130;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1257310;1262390;1262390;1262390;1263386;1263386;1263569;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1263386;1264830;1264830;1266290;1266290;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1267992;1271637;1273471;1273844;1273837;1273790;1273726;1273837;1273854;1273854;1273833;1273815;1273827;1273849;1273833;1273864;1273855;1273885;1273854;1273853	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4712	2410	2807	2260	3318	3299	1576
ENSG00000230415	1;1;1;1;1	1275223;1275237;1279068;1279068;1280311	1275299;1275299;1279393;1279148;1280420	+;+;+;+;+	513	9	6	10	62	35	39
ENSG00000162572	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1280436;1280472;1280588;1281224;1281226;1281226;1281411;1281411;1281411;1281925;1282109;1282117;1282164;1282242;1282242;1282242;1282242;1282276;1283978;1283978;1283978;1283978;1283978;1283978;1283978;1285571;1285571;1285571;1285926;1285926;1285926;1285926;1285926;1285926;1286768;1286768;1286768;1286768;1286768;1287109;1287109;1287109;1287109;1287109;1287109;1287508;1287508;1287508;1287508;1287508;1287508;1287673;1287673;1287673;1287673;1287673;1287939;1287939;1287939;1287939;1287939;1287939;1290271;1290271;1290271;1290271;1290271;1290271;1290477;1290477;1290477;1290477;1290477;1290477;1290637;1290637;1290637;1290637;1290637;1290637;1290895;1290895;1290895;1290895;1290895;1290895;1291065;1291065;1291065;1291065;1291065;1291254;1291254;1291254;1291254;1291254	1280666;1280666;1281610;1281297;1281297;1281297;1281610;1281610;1281610;1282010;1282315;1282319;1282187;1282315;1282315;1282315;1282315;1282315;1284090;1284090;1284090;1284090;1284090;1284090;1284090;1285597;1285664;1285664;1286278;1286168;1286278;1286278;1286278;1286278;1286975;1286975;1286975;1286975;1286975;1287299;1287299;1287299;1287299;1287299;1287299;1287836;1287596;1287596;1287596;1287596;1287596;1287836;1287836;1287836;1287836;1287836;1288037;1288037;1288037;1288037;1288037;1288037;1290388;1290388;1290388;1290388;1290388;1290388;1290555;1290555;1290555;1290555;1290555;1290555;1290694;1290694;1290694;1290694;1290694;1290694;1290943;1290953;1290953;1290953;1290953;1290953;1291140;1291140;1291140;1291140;1291140;1292024;1292029;1292024;1291373;1292019	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4025	86	121	92	108	123	141
ENSG00000131584	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1292376;1292390;1292870;1293564;1293823;1293823;1293823;1293823;1294090;1294090;1294090;1294090;1294402;1294402;1294402;1294402;1294499;1294718;1294718;1294718;1295447;1295447;1295447;1295447;1295736;1295736;1295736;1295736;1296015;1296015;1296015;1296015;1296211;1296211;1296211;1296211;1296425;1296425;1296425;1296425;1296436;1296466;1297822;1297822;1297822;1297822;1297822;1297822;1297837;1298013;1298013;1298013;1298013;1298013;1298013;1298013;1298185;1298370;1298370;1298370;1298370;1298370;1298567;1298567;1298567;1298567;1298567;1298744;1299345;1299345;1299345;1299345;1299831;1299831;1299831;1299973;1299973;1299973;1299973;1300158;1300158;1300158;1300158;1300196;1300509;1300509;1300509;1300509;1300509;1301448;1301856;1301988;1301988;1301988;1301988;1301988;1302922;1302922;1302922;1302922;1302922;1302922;1302922;1303162;1303162;1303162;1303162;1303162;1303162;1303162;1303210;1304086;1304086;1304086;1304086;1304086;1304086;1307072;1307337;1307769;1307769;1307769;1307769;1309442	1293708;1293708;1293708;1293708;1293933;1293933;1293933;1293933;1294199;1294199;1294199;1294199;1294628;1294628;1294628;1294628;1294628;1295008;1294816;1294816;1295554;1295554;1295554;1295554;1295938;1295938;1295938;1295938;1296109;1296109;1296109;1296109;1296280;1296280;1296280;1296280;1296633;1296633;1296633;1296633;1296633;1296633;1297933;1297933;1297933;1297933;1297933;1297933;1297933;1298241;1298113;1298113;1298113;1298113;1298113;1298113;1298265;1298421;1298421;1298421;1298421;1298421;1298679;1298679;1298955;1298679;1298679;1299905;1299617;1299356;1299356;1299356;1299905;1299905;1299905;1300068;1300068;1300068;1300068;1300202;1300202;1300202;1300202;1300202;1300692;1300692;1300692;1300692;1300692;1302046;1302046;1302046;1302046;1302046;1302046;1302046;1302975;1302975;1302975;1302975;1302975;1302975;1302975;1303281;1304901;1303281;1303281;1303260;1303281;1303281;1303281;1304143;1304143;1304143;1304143;1305929;1304143;1307156;1307383;1307818;1307830;1307821;1308018;1309609	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8809	6455	5359	7001	3154	3488	6757
ENSG00000278073	1	1296110	1296170	-	61	0	0	0	0	0	0
ENSG00000169972	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1308567;1308611;1308788;1308821;1308915;1309086;1309086;1309086;1309086;1309235;1309454;1309454;1309454;1309454;1309681;1309681;1309706;1310036;1310634;1310634;1310634;1310909;1310909;1310909;1311330;1311330	1308720;1308720;1308972;1308972;1308972;1309840;1309273;1309273;1309273;1309273;1309814;1309603;1309603;1309603;1309851;1309851;1309851;1311071;1310688;1310688;1310688;1311069;1311028;1311071;1311676;1311677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2489	722	492	376	287	423	461
ENSG00000127054	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1311585;1311585;1311585;1311585;1311585;1311597;1311598;1311600;1311601;1311602;1311606;1311606;1311606;1311606;1311627;1311819;1311823;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312018;1312080;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312226;1312260;1312265;1312284;1312286;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312440;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312593;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312787;1312878;1312939;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313035;1313059;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313509;1313546;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313732;1313745;1314136;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314301;1314313;1314413;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314824;1314826;1314827;1314878;1314916;1314918;1315004;1315146;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315404;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315520;1315560;1316157;1318679;1318681;1318697;1319060;1319072;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319296;1319306;1319336;1319347;1319381;1319381;1319403;1319470;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320456;1320478;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1320996;1321908;1321908;1321908;1321908;1321908;1322771;1322892;1322892;1322892;1323147;1323177;1323181;1323181;1323181;1323181;1323181;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581;1324581	1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1311924;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312147;1312501;1312368;1312368;1312368;1312368;1312368;1312368;1312501;1312368;1312368;1312368;1312368;1312700;1312368;1312356;1312368;1312368;1312368;1312949;1312368;1312368;1312368;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312501;1312949;1312700;1313124;1312700;1312700;1312700;1312700;1312700;1312700;1312700;1312949;1312700;1312700;1312700;1312700;1312700;1312700;1312700;1312700;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1312949;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313124;1313592;1313124;1313124;1313124;1313124;1313592;1313124;1313124;1313124;1313124;1313124;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313592;1313921;1313921;1313921;1313921;1313750;1313921;1313765;1313780;1313825;1313921;1313921;1313921;1313921;1313921;1314105;1315170;1313921;1313921;1313921;1313921;1313921;1313921;1313921;1313921;1313921;1313921;1314365;1314365;1314365;1314365;1314664;1314365;1314365;1314365;1314365;1314365;1314365;1314365;1314365;1314365;1314365;1314365;1314318;1314365;1314365;1314365;1314365;1314962;1315141;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1315433;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1314962;1315438;1315618;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315601;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315438;1315618;1315618;1315618;1315618;1315618;1315618;1315618;1315697;1315608;1315618;1315618;1315618;1315552;1315618;1315618;1315618;1315618;1315618;1315618;1315618;1315614;1315618;1315618;1315618;1317450;1319524;1319524;1321093;1319705;1319524;1319524;1319524;1319524;1319524;1319524;1319433;1319524;1319346;1319524;1319524;1319524;1319524;1319433;1319524;1319524;1319524;1319524;1319524;1319885;1319524;1319843;1319524;1319705;1320682;1320529;1320529;1320682;1320529;1320529;1320529;1321093;1320529;1320905;1320529;1320529;1320529;1320529;1320529;1320529;1320529;1320529;1320529;1320529;1321093;1320529;1320529;1320529;1320529;1320529;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321096;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321093;1321980;1321984;1321984;1321984;1321984;1323287;1323287;1323287;1323287;1323287;1323287;1323287;1323287;1323287;1323287;1323287;1324658;1324613;1324603;1324660;1324660;1324642;1324649;1324671;1324658;1324687;1324611;1324658;1324666;1324637;1324659;1324671;1324660;1324625;1324658;1324629;1324630;1324648;1324666;1324670;1324628;1324653;1324650;1324637;1324673;1324621;1324691;1324687;1324687;1324687;1324687	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8220	2931	6006	1366	6475	5419	1750
ENSG00000283712	1	1312502	1312566	-	65	0	0	0	0	0	0
